kind n error
           8                     3  1.850371707708594232434444493162004E-0017
           8                     4  6.938893903907228377647697925567627E-0017
           8                     5  2.775557561562891353947974086807904E-0017
           8                     6  2.312964634635742790543055616452505E-0017
           8                     7  6.740639792367021855323377905390318E-0017
           8                     8  2.775557561562891351059079170227051E-0017
           8                     9  3.700743415417188465938850066539139E-0017
           8                    10  2.275957200481570908133260286939427E-0016
           8                    11  1.072374512422026203927708426246090E-0016
           8                    12  8.442320916420461190698213266100407E-0017
           8                    13  9.500947037657589627371753623221568E-0017
           8                    14  1.407604191935466328312237285527609E-0016
           8                    15  3.324501168183107639854136874499509E-0017
           8                    16  3.469446951953614188823848962783813E-0017
           8                    17  7.659194309157113676494569311171542E-0017
           8                    18  3.346088838106374573435215437927860E-0016
           8                    19  1.017576297154705457944335873174108E-0016
           8                    20  1.263572579901506287433626989923516E-0016
           8                    21  1.029662623745326587561532635826545E-0016
           8                    22  6.894737306336909651723020895678026E-0016
           8                    23  1.080958993813026055554333302669003E-0015
           8                    24  2.090341788552052548553212691128139E-0016
           8                    25  3.150812943886194261765118615304364E-0016
           8                    26  6.293043009774324813016642443176066E-0016
           8                    27  1.368075748708622681352211149410648E-0016
           8                    28  2.800339325505417166968668083445112E-0016
           8                    29  8.451259245864654015344771682535272E-0017
           8                    30  1.818761191035239082464309814738874E-0016
           8                    31  4.364788100844869463483289336688490E-0016
           8                    32  1.326738198470511775894919992424548E-0015
           8                    33  1.883282072275794265705911804265531E-0016
           8                    34  1.353564511532076123817850741647706E-0016
           8                    35  1.976083695769041381226619703520508E-0016
           8                    36  3.658017818694055997014072421327948E-0016
           8                    37  6.784175323617405041991939261617837E-0016
           8                    38  4.879138029273714269792122580613533E-0016
           8                    39  7.859631748848764450704392421722342E-0016
           8                    40  1.189586623651095464967247992763702E-0015
           8                    41  7.665785350670192911197869494805874E-0016
           8                    42  6.074836401111161606106136337481024E-0016
           8                    43  1.282646469655967552585025803741813E-0015
           8                    44  4.033447130010867007709156947543747E-0016
           8                    45  1.530034672347227693325968518768684E-0016
           8                    46  1.361872702406744775641923577061887E-0015
           8                    47  9.606677155898794692325819018081855E-0016
           8                    48  1.533423272618665104476495754103433E-0015
           8                    49  4.511451488198208411120229927931091E-0016
           8                    50  4.900940764329675403202985858420073E-0016
           8                    51  2.021683154090525287505254195575357E-0016
           8                    52  2.492797634978671794645166909561921E-0015
           8                    53  6.401901575213432421451149436741635E-0016
           8                    54  1.207496037315115278979459895477291E-0015
           8                    55  8.912693815300475431441672185996160E-0016
           8                    56  3.769739976527170759800164023157092E-0015
           8                    57  5.086290388217845268972659453426240E-0016
           8                    58  2.929516848420095728698210197105317E-0016
           8                    59  1.786361524405625465882415247909849E-0016
           8                    60  1.351291763670066832973012931711807E-0015
           8                    61  9.000086650444916544688102583685556E-0016
           8                    62  5.624691948183862470189157230530146E-0016
           8                    63  6.429490978421975500961774697779494E-0016
           8                    64  1.819535190919485678762157476739958E-0015
           8                    65  4.881125911086920205196345711251662E-0016
           8                    66  6.070289664255590753729688769418370E-0016
           8                    67  3.499774663781339700255093705548269E-0016
           8                    68  3.098912418486319026494648607265966E-0016
           8                    69  8.520039151544563892635193786182135E-0016
           8                    70  7.073954517393994073002722538304708E-0016
           8                    71  1.068907286626892022173938366533010E-0015
           8                    72  6.702403978185328472396358910014325E-0016
           8                    73  5.233272375528906281197377646955176E-0016
           8                    74  8.489279251565754966585134037122121E-0016
           8                    75  1.771060150386934613656933057256997E-0015
           8                    76  2.397182416019897519430050608924583E-0015
           8                    77  2.788286376678825065423087120008656E-0015
           8                    78  1.135355985754915192334555411577743E-0015
           8                    79  2.301868259996161191049276568529451E-0015
           8                    80  1.024766209389849080956642871104476E-0015
           8                    81  5.076262002999267500467113160818716E-0016
           8                    82  1.390169314351999080412266305621165E-0015
           8                    83  2.043504254700678757195747105777301E-0015
           8                    84  3.654298259494904668635033173033847E-0015
           8                    85  2.221874645054058686658884094181734E-0015
           8                    86  4.725729659015376080101747600739129E-0015
           8                    87  8.889759937120685918922255153359505E-0016
           8                    88  4.935557099610004325211091875735905E-0016
           8                    89  1.214815615368040446000128973009844E-0015
           8                    90  1.136476458208624796533599303274937E-0015
           8                    91  2.974707629184096886426160132874192E-0015
           8                    92  3.741911671821710520471556666641314E-0015
           8                    93  1.801668879797030327300392138418587E-0015
           8                    94  1.042601006283661357574001486715140E-0015
           8                    95  4.255660151760534254719346653154500E-0015
           8                    96  2.068983005754088111432142457685107E-0015
           8                    97  6.207609598173541584925687270191544E-0015
           8                    98  6.126207384179776466032755135295770E-0016
           8                    99  8.825418516136077954994608951219325E-0016
           8                   100  4.290665045481034667364947164838465E-0016
           8                   101  1.033776323756512114223740814726346E-0015
           8                   102  1.617289499490337947457774916614807E-0015
           8                   103  2.489833447291565794163353300409953E-0015
           8                   104  2.133599530614983077144219632773606E-0015
           8                   105  3.344150353460203664936889991432121E-0015
           8                   106  4.360947530763393117777245889763653E-0015
           8                   107  3.818483042741508393794487458057916E-0015
           8                   108  5.808994617633260830831526386915150E-0015
           8                   109  6.261062641839997267956897648848298E-0015
           8                   110  5.430005618698826705424518282920630E-0016
           8                   111  1.329321091695692059267573238273392E-0015
           8                   112  2.052374798597606078196098620488966E-0015
           8                   113  3.421933950554072436978233371069229E-0015
           8                   114  2.075003180974994464981243933256977E-0015
           8                   115  3.888827665684981065671698579305293E-0015
           8                   116  4.301037495506358058711561186211349E-0015
           8                   117  2.455552973682485987607623148356858E-0015
           8                   118  3.621940906329100798904700204677191E-0015
           8                   119  1.074304656917040193751826267320665E-0015
           8                   120  3.846272259022676109902451277084253E-0015
           8                   121  1.351751011400208351306783650040137E-0015
           8                   122  1.962504416567024272660585553416786E-0015
           8                   123  1.800741692164184606723993385644415E-0015
           8                   124  3.539899108606994838226411121919135E-0015
           8                   125  3.068642562276124863303051584372985E-0015
           8                   126  2.043600628227121913191392843701804E-0015
           8                   127  5.061868465940449816231167665593752E-0015
           8                   128  4.465605131769717628387184049643110E-0015
           8                   129  4.445255802128180222952881384424377E-0015
           8                   130  3.099630594928835482534513862873699E-0015
           8                   131  2.233507674984528286965052943987904E-0015
           8                   132  3.691046924472555481962761997464221E-0015
           8                   133  2.779776982949947720203542434741620E-0015
           8                   134  1.436027395669248362382852681064050E-0015
           8                   135  1.380407229233639814682169640341825E-0015
           8                   136  3.650725555193190530196787616788677E-0015
           8                   137  2.150765879262719143303016273837645E-0015
           8                   138  4.047914378892025122645600380069769E-0015
           8                   139  1.010190008182578853912934075645154E-0014
           8                   140  5.326951677383665436810684471802887E-0015
           8                   141  2.579053991645858990003560346918216E-0015
           8                   142  7.564670965140847779097657817766740E-0015
           8                   143  1.528745444020987650695787363964398E-0015
           8                   144  6.632408019781784365870618048174435E-0015
           8                   145  7.363943523203111589769537106468186E-0015
           8                   146  1.429738401777378772742645089740686E-0015
           8                   147  5.634116331073285237459378357302624E-0015
           8                   148  1.004934401409069341462791809201077E-0015
           8                   149  6.181902491772919671069091554991510E-0015
           8                   150  1.382444467543406416462443212806960E-0015
           8                   151  5.878426424808267542693614644965754E-0015
           8                   152  3.105223497925167994017619876101308E-0015
           8                   153  4.160966687400028839118862053507130E-0015
           8                   154  4.966146924898729432021909986536996E-0015
           8                   155  4.819408760958765469694019448950035E-0015
           8                   156  1.560560118789377898464531676818785E-0015
           8                   157  8.020652057993934297764061206486432E-0015
           8                   158  2.472422625371312735155543354145683E-0015
           8                   159  7.807384848686597959650482675960794E-0015
           8                   160  2.740570357456784122997234383043070E-0015
           8                   161  1.584278326034417065389358574600705E-0015
           8                   162  2.293668513007902012382740130128568E-0015
           8                   163  4.500883731838548011918888731183012E-0015
           8                   164  7.940834219852052148388016916507340E-0015
           8                   165  3.293840336947684401622976487261880E-0015
           8                   166  2.106148508789370755937023848772161E-0015
           8                   167  1.410697078522589941945701154731705E-0015
           8                   168  3.275343048321282448391699003340789E-0015
           8                   169  9.641378493923944289071993409718425E-0016
           8                   170  2.803828452093442786646194142273273E-0015
           8                   171  4.503271131563675207443224616776153E-0015
           8                   172  4.563416677769780893580341087975218E-0015
           8                   173  1.090908873457981842172290884314146E-0015
           8                   174  7.090677223217624352379966800650638E-0015
           8                   175  8.777505649752856465865572867241558E-0016
           8                   176  3.885938288322227601206349875617452E-0015
           8                   177  7.206291236996568583067156799486136E-0015
           8                   178  1.747364224830694648649854048876477E-0015
           8                   179  3.363289628177916172530453423330654E-0015
           8                   180  6.420674177517090204960453775881014E-0015
           8                   181  1.801548004346438373107688223381459E-0015
           8                   182  1.586993662246808586076249057720769E-0014
           8                   183  4.786769458833122099070713801401851E-0015
           8                   184  6.661635124867750489437714076506816E-0015
           8                   185  1.445285801698442223577055184956113E-0014
           8                   186  9.371871558375603179322284984184988E-0015
           8                   187  2.366737970192314406402665744884717E-0015
           8                   188  9.446473597441830198740819676351492E-0015
           8                   189  5.347766982330723648296618330340587E-0015
           8                   190  1.082107265635173495127367384136647E-0014
           8                   191  3.374509489063228320734706334979680E-0015
           8                   192  3.728693243922054367821853936131296E-0015
           8                   193  9.145268523098576324998025158578599E-0016
           8                   194  2.501271350782529913150873998353144E-0015
           8                   195  7.356297865947885087792050150067787E-0015
           8                   196  8.049794001725814641234056914747184E-0015
           8                   197  2.561578980516006008962437503794990E-0015
           8                   198  4.687726602795740175237739267387537E-0015
           8                   199  1.516432062974297466202630541300270E-0014
           8                   200  4.305729904563460053164288708521157E-0015
           8                   201  1.331488298555756476966122986555182E-0014
           8                   202  6.170681917858875455734247225838535E-0015
           8                   203  1.029932245810333460339591091487677E-0014
           8                   204  6.030226439138047206633928912586225E-0015
           8                   205  1.012174338246513285389962989067300E-0014
